b'chr18'	3112234	3112568	-0.4271	6.74e-01	0.8851	0.9117	10
b'chr18'	3116239	3116571	-0.1147	9.10e-01	0.9597	0.9616	13
b'chr18'	3134497	3134758	-1.2081	2.43e-01	0.9355	0.9593	10
b'chr18'	3151714	3151905	-0.0387	9.70e-01	0.5446	0.5505	11
b'chr18'	3181707	3182121	-0.5425	5.94e-01	0.9618	0.9729	10
b'chr18'	3183146	3183301	-0.7027	4.90e-01	0.9510	0.9706	11
b'chr18'	3206306	3206872	-0.3936	6.97e-01	0.9392	0.9497	13
b'chr18'	3213938	3214924	0.1768	8.60e-01	0.9318	0.9261	29
b'chr18'	3214951	3215242	-0.5012	6.19e-01	0.9684	0.9738	25
b'chr18'	3219229	3219630	0.4924	6.28e-01	0.9260	0.8989	10
b'chr18'	3226385	3226714	-1.5794	1.29e-01	0.9110	0.9535	12
b'chr18'	3246564	3246878	0.0692	9.45e-01	0.0948	0.0929	15
b'chr18'	3247715	3248224	0.6961	4.93e-01	0.0263	0.0194	14
b'chr18'	3262012	3262384	3.7629	5.15e-04	0.0619	0.0254	22
b'chr18'	3282956	3283717	-0.3212	7.50e-01	0.9078	0.9210	20
b'chr18'	3296810	3297577	-0.7591	4.52e-01	0.0637	0.0824	20
b'chr18'	3305896	3306381	-1.0489	3.07e-01	0.7517	0.8329	11
b'chr18'	3307600	3307981	-0.2189	8.28e-01	0.9586	0.9627	16
b'chr18'	3330589	3331033	-0.0613	9.52e-01	0.8966	0.9009	14
b'chr18'	3348720	3348971	0.3742	7.13e-01	0.9846	0.9769	10
b'chr18'	3349455	3349813	-1.5822	1.26e-01	0.9451	0.9776	14
b'chr18'	3350052	3350364	-0.4082	6.86e-01	0.7181	0.7482	14
b'chr18'	3357971	3358481	0.7012	4.90e-01	0.9390	0.9265	13
b'chr18'	3360164	3361076	-1.4443	1.52e-01	0.9400	0.9556	44
b'chr18'	3361184	3361397	-0.7375	4.65e-01	0.9639	0.9751	20
b'chr18'	3365876	3366367	-0.2105	8.35e-01	0.9471	0.9515	12
b'chr18'	3374290	3374891	-0.1500	8.82e-01	0.9105	0.9178	16
b'chr18'	3383991	3384197	-0.4660	6.46e-01	0.9201	0.9401	11
b'chr18'	3411743	3412241	0.8912	3.76e-01	0.4015	0.3363	32
b'chr18'	3412693	3413002	-0.1553	8.78e-01	0.9266	0.9309	11
b'chr18'	3415133	3415358	0.2034	8.41e-01	0.9496	0.9456	10
b'chr18'	3423372	3423745	-1.0964	2.82e-01	0.9501	0.9711	15
b'chr18'	3425673	3426102	-0.1281	8.99e-01	0.9470	0.9494	11
b'chr18'	3427221	3427964	-0.2846	7.78e-01	0.9400	0.9455	19
b'chr18'	3428713	3429078	1.0968	2.84e-01	0.9827	0.9592	13
b'chr18'	3430983	3431421	-0.7178	4.80e-01	0.9421	0.9581	13
b'chr18'	3449327	3449610	2.7850	1.22e-02	0.0499	0.0100	10
b'chr18'	3451380	3451946	1.4852	1.47e-01	0.0291	0.0162	17
b'chr18'	3452108	3452946	0.0166	9.87e-01	0.1239	0.1228	28
b'chr18'	3453300	3453909	0.0237	9.81e-01	0.5359	0.5329	18
b'chr18'	3457312	3457494	0.2406	8.13e-01	0.9500	0.9429	10
b'chr18'	3457598	3457981	0.7761	4.48e-01	0.9520	0.9301	10
b'chr18'	3476554	3476844	-1.1395	2.68e-01	0.9265	0.9678	11
b'chr18'	3498731	3499354	-0.0705	9.44e-01	0.2966	0.3045	25
b'chr18'	3509183	3509746	0.2065	8.38e-01	0.9351	0.9307	17
b'chr18'	3526549	3527003	1.2427	2.30e-01	0.5714	0.4883	10
b'chr18'	3534083	3534608	-0.1063	9.16e-01	0.9288	0.9314	21
b'chr18'	3535393	3535566	-1.4396	1.67e-01	0.9328	0.9763	10
b'chr18'	3572137	3572244	-1.2156	2.40e-01	0.9787	0.9929	10
b'chr18'	3580619	3580979	0.1143	9.10e-01	0.9507	0.9470	19
b'chr18'	3581722	3582284	-1.4571	1.55e-01	0.8882	0.9438	17
b'chr18'	3586216	3586617	-1.4169	1.74e-01	0.8751	0.9388	10
b'chr18'	3588848	3589058	-0.9672	3.46e-01	0.9369	0.9575	10
b'chr18'	3599564	3600062	-0.7842	4.41e-01	0.9280	0.9595	13
b'chr18'	3611287	3611708	-1.4764	1.51e-01	0.9466	0.9657	15
b'chr18'	3624176	3624534	0.9066	3.70e-01	0.6391	0.5509	20
b'chr18'	3651827	3652036	-0.5687	5.77e-01	0.9733	0.9861	10
b'chr18'	3653778	3654261	-0.8877	3.83e-01	0.8385	0.8852	14
b'chr18'	3665966	3666219	1.2627	2.19e-01	0.4014	0.3057	13
b'chr18'	3669051	3669654	0.1102	9.13e-01	0.8768	0.8694	23
b'chr18'	3669774	3670174	0.2885	7.75e-01	0.9420	0.9347	13
b'chr18'	3675004	3675421	-1.3704	1.84e-01	0.9286	0.9581	12
b'chr18'	3676113	3676498	1.0487	3.07e-01	0.9689	0.9436	11
b'chr18'	3703488	3703914	0.1686	8.68e-01	0.3777	0.3513	10
b'chr18'	3729084	3729542	-1.5212	1.33e-01	0.9547	0.9718	33
b'chr18'	3744529	3744706	1.2547	2.26e-01	0.9831	0.9707	10
b'chr18'	3784178	3784737	0.1411	8.89e-01	0.9352	0.9297	21
b'chr18'	3792908	3793452	0.2584	7.98e-01	0.9443	0.9358	14
b'chr18'	3813908	3814239	-0.3044	7.64e-01	0.9571	0.9624	10
b'chr18'	3879131	3880125	0.4000	6.90e-01	0.9592	0.9566	79
b'chr18'	3895493	3896002	1.0375	3.10e-01	0.9576	0.9440	13
b'chr18'	3900793	3901193	-0.1782	8.60e-01	0.9183	0.9249	14
b'chr18'	3920291	3920759	-1.3603	1.89e-01	0.9465	0.9680	11
b'chr18'	3930838	3931183	-0.4371	6.67e-01	0.9377	0.9474	10
b'chr18'	3959167	3959604	0.9613	3.45e-01	0.9344	0.8946	14
b'chr18'	3960506	3960882	-0.5577	5.84e-01	0.9237	0.9358	10
b'chr18'	3988853	3989187	0.0830	9.35e-01	0.8796	0.8716	11
b'chr18'	4018253	4018625	-0.3754	7.12e-01	0.9353	0.9454	10
b'chr18'	4042465	4042848	0.3839	7.04e-01	0.9228	0.9056	14
b'chr18'	4106219	4106722	0.1504	8.82e-01	0.5823	0.5570	11
b'chr18'	4248511	4249081	-0.3175	7.53e-01	0.8820	0.8905	15
b'chr18'	4257916	4258263	-0.8034	4.28e-01	0.8808	0.9163	15
b'chr18'	4262956	4263343	-0.3229	7.50e-01	0.9378	0.9455	12
b'chr18'	4297823	4298276	-0.2348	8.16e-01	0.9394	0.9443	13
b'chr18'	4333764	4333976	-1.0162	3.23e-01	0.9377	0.9579	10
b'chr18'	4398827	4399134	-2.2976	2.99e-02	0.9236	0.9737	14
b'chr18'	4453427	4454373	-0.4401	6.61e-01	0.0448	0.0499	39
b'chr18'	4454472	4455466	2.6853	8.73e-03	0.0370	0.0201	43
b'chr18'	4455496	4455667	-0.9689	3.44e-01	0.0320	0.0459	11
b'chr18'	4455917	4456332	-0.1372	8.92e-01	0.3205	0.3340	15
b'chr18'	4458826	4459217	-1.0886	2.85e-01	0.8873	0.9286	16
b'chr18'	4509714	4510079	0.0261	9.79e-01	0.9380	0.9373	16
b'chr18'	4691938	4692402	-0.3704	7.13e-01	0.8707	0.8874	19
b'chr18'	4752939	4753255	0.2403	8.13e-01	0.9223	0.9145	10
b'chr18'	4807560	4808018	-0.2688	7.90e-01	0.8941	0.9027	19
b'chr18'	4816031	4816281	0.4100	6.86e-01	0.9029	0.8824	11
b'chr18'	4834733	4834964	-0.4920	6.28e-01	0.8971	0.9133	11
b'chr18'	5018502	5018870	-0.6526	5.20e-01	0.7894	0.8432	13
b'chr18'	5059317	5059800	0.6469	5.24e-01	0.0816	0.0638	12
b'chr18'	5085953	5086375	0.6830	5.03e-01	0.9145	0.8853	10
b'chr18'	5132956	5133599	-1.3518	1.82e-01	0.9222	0.9487	28
b'chr18'	5154663	5155603	-0.4118	6.82e-01	0.9199	0.9281	29
b'chr18'	5196205	5197188	0.2371	8.13e-01	0.0793	0.0762	58
b'chr18'	5197240	5197829	-0.2229	8.25e-01	0.0820	0.0871	26
b'chr18'	5236855	5237372	0.0378	9.70e-01	0.4288	0.4230	12
b'chr18'	5237724	5237959	2.3674	2.93e-02	0.0299	0.0098	10
b'chr18'	5238465	5238849	0.3964	6.95e-01	0.0295	0.0259	16
b'chr18'	5290665	5290985	0.1429	8.88e-01	0.9628	0.9600	10
b'chr18'	5291558	5291985	-0.0433	9.66e-01	0.7688	0.7725	16
b'chr18'	5295073	5295404	2.3457	2.40e-02	0.0506	0.0271	21
b'chr18'	5295541	5295906	0.7816	4.39e-01	0.0428	0.0320	23
b'chr18'	5296400	5296773	-1.2736	2.15e-01	0.0224	0.0345	13
b'chr18'	5297604	5298007	-0.4667	6.45e-01	0.8881	0.9182	13
b'chr18'	5298207	5298756	-0.0660	9.48e-01	0.9394	0.9407	16
b'chr18'	5364845	5365271	0.5853	5.65e-01	0.8701	0.8264	11
b'chr18'	5374888	5375149	-0.4503	6.58e-01	0.9234	0.9425	10
b'chr18'	5385951	5386325	0.6467	5.25e-01	0.9658	0.9567	11
b'chr18'	5395425	5395841	-0.7048	4.87e-01	0.9511	0.9642	14
b'chr18'	5397121	5397816	-2.3649	2.18e-02	0.9489	0.9707	27
b'chr18'	5398485	5399021	-2.2936	2.78e-02	0.9415	0.9667	19
b'chr18'	5415763	5416006	-2.9765	6.96e-03	0.9306	0.9660	12
b'chr18'	5433796	5434249	0.5557	5.83e-01	0.9586	0.9486	15
b'chr18'	5469303	5469747	-0.9489	3.50e-01	0.9134	0.9376	16
b'chr18'	5488944	5489270	0.0310	9.75e-01	0.8520	0.8510	25
b'chr18'	5536482	5536845	0.1146	9.10e-01	0.9557	0.9513	10
b'chr18'	5540569	5540821	-1.0970	2.86e-01	0.9334	0.9584	11
b'chr18'	5543323	5544237	0.9040	3.69e-01	0.0359	0.0282	38
b'chr18'	5593157	5593449	-0.3433	7.35e-01	0.8633	0.8926	10
b'chr18'	5628003	5628576	0.4457	6.58e-01	0.1562	0.1267	21
b'chr18'	5628702	5629695	2.5859	1.22e-02	0.0347	0.0175	31
b'chr18'	5629720	5630421	-0.3129	7.56e-01	0.0230	0.0252	23
b'chr18'	5630889	5631334	0.0750	9.41e-01	0.7455	0.7367	13
b'chr18'	5635998	5636379	-0.6245	5.39e-01	0.8335	0.8693	11
b'chr18'	5640633	5641415	0.3327	7.41e-01	0.8794	0.8684	20
b'chr18'	5643106	5643582	0.5073	6.18e-01	0.9271	0.9168	11
b'chr18'	5671244	5671636	0.5891	5.62e-01	0.7932	0.7199	11
b'chr18'	5721857	5722542	-0.5418	5.91e-01	0.9079	0.9224	19
b'chr18'	5813879	5814235	-0.4857	6.32e-01	0.9444	0.9531	12
b'chr18'	5868679	5869362	-0.7517	4.57e-01	0.7245	0.7716	20
b'chr18'	5878277	5878694	0.1817	8.57e-01	0.8230	0.8081	12
b'chr18'	5889425	5889850	0.4908	6.29e-01	0.8914	0.8660	10
b'chr18'	5890293	5890784	0.2396	8.11e-01	0.0711	0.0666	31
b'chr18'	5890898	5891897	0.6872	4.93e-01	0.1887	0.1661	84
b'chr18'	5891948	5892427	1.6517	1.08e-01	0.6770	0.5721	17
b'chr18'	5894491	5895125	-0.3671	7.15e-01	0.0399	0.0439	33
b'chr18'	5895267	5896267	0.2338	8.16e-01	0.0366	0.0348	46
b'chr18'	5903381	5903763	-0.0852	9.33e-01	0.8864	0.8895	11
b'chr18'	5969273	5969694	-0.0041	9.97e-01	0.9514	0.9515	17
b'chr18'	5982957	5983374	0.5145	6.13e-01	0.9399	0.9312	11
b'chr18'	5992133	5992508	-0.2188	8.29e-01	0.9649	0.9679	11
b'chr18'	5995095	5995356	0.3975	6.95e-01	0.9595	0.9529	12
b'chr18'	6021507	6021778	-0.5248	6.05e-01	0.3094	0.3940	11
b'chr18'	6078962	6079405	0.3774	7.10e-01	0.9313	0.9233	10
b'chr18'	6132863	6133301	-1.0678	3.00e-01	0.9388	0.9590	10
b'chr18'	6145972	6146597	-2.7824	7.20e-03	0.9304	0.9629	31
b'chr18'	6194173	6194600	-0.5730	5.72e-01	0.9393	0.9517	13
b'chr18'	6241534	6242043	1.0794	2.90e-01	0.9574	0.9424	14
b'chr18'	6242164	6242470	1.1466	2.65e-01	0.9380	0.9020	11
b'chr18'	6256730	6257093	-0.3885	7.02e-01	0.4145	0.4766	11
b'chr18'	6263000	6263304	1.3002	2.07e-01	0.9776	0.9581	12
b'chr18'	6270047	6270485	0.4191	6.79e-01	0.8058	0.7624	14
b'chr18'	6271427	6272243	2.2046	3.06e-02	0.9013	0.8633	38
b'chr18'	6284248	6284694	-1.1538	2.54e-01	0.9473	0.9604	26
b'chr18'	6284805	6285208	0.4380	6.63e-01	0.9602	0.9562	24
b'chr18'	6363080	6363467	0.5379	5.96e-01	0.9091	0.8887	12
b'chr18'	6374643	6375604	-0.0732	9.42e-01	0.9014	0.9035	23
b'chr18'	6413728	6414187	-0.2615	7.95e-01	0.1608	0.1748	26
b'chr18'	6414651	6415048	-1.3771	1.78e-01	0.0266	0.0466	17
b'chr18'	6432089	6432364	0.4056	6.89e-01	0.8083	0.7655	13
b'chr18'	6482660	6482929	0.3304	7.44e-01	0.1260	0.1133	13
b'chr18'	6492462	6492940	0.4922	6.27e-01	0.9366	0.9207	13
b'chr18'	6509171	6509654	0.7818	4.43e-01	0.8370	0.7740	12
b'chr18'	6536095	6536401	-0.4100	6.87e-01	0.8539	0.8853	10
b'chr18'	6557450	6558057	0.7434	4.63e-01	0.8391	0.8031	15
b'chr18'	6576010	6576313	-0.4532	6.55e-01	0.9163	0.9289	11
b'chr18'	6600116	6600672	-1.0612	2.97e-01	0.9120	0.9347	16
b'chr18'	6612281	6612695	-0.2919	7.73e-01	0.8548	0.8674	11
b'chr18'	6627001	6627257	-0.9997	3.31e-01	0.8904	0.9197	10
b'chr18'	6634671	6635189	-1.1910	2.45e-01	0.8344	0.9021	13
b'chr18'	6644974	6645638	-0.3850	7.04e-01	0.3868	0.4358	11
b'chr18'	6682804	6683800	-0.3543	7.24e-01	0.7344	0.7565	36
b'chr18'	6683821	6684198	0.2339	8.18e-01	0.8997	0.8913	10
b'chr18'	6729592	6730121	-0.2763	7.84e-01	0.0277	0.0304	21
b'chr18'	6758242	6758494	-0.9487	3.54e-01	0.8309	0.8923	11
b'chr18'	6797661	6797821	-0.0996	9.22e-01	0.9010	0.9078	10
b'chr18'	6855755	6856129	-0.9684	3.43e-01	0.9425	0.9577	13
b'chr18'	6857303	6857534	-1.3808	1.84e-01	0.8832	0.9432	10
b'chr18'	6877192	6877746	-0.2283	8.21e-01	0.8895	0.8984	19
b'chr18'	6879631	6880224	-0.4810	6.34e-01	0.8682	0.8849	15
b'chr18'	6911004	6911267	-0.2348	8.17e-01	0.8324	0.8616	10
b'chr18'	6919559	6920200	-0.1997	8.43e-01	0.4702	0.4994	17
b'chr18'	6920461	6921095	-0.6182	5.38e-01	0.8814	0.8997	36
b'chr18'	6928449	6928776	0.2882	7.76e-01	0.9116	0.8935	12
b'chr18'	6929388	6930128	-1.8159	7.28e-02	0.9119	0.9405	45
b'chr18'	6940285	6940940	0.0807	9.36e-01	0.8977	0.8936	14
b'chr18'	6942086	6942325	-2.0255	5.64e-02	0.2162	0.3834	11
b'chr18'	6948249	6948517	-0.0954	9.25e-01	0.9298	0.9317	10
b'chr18'	6950402	6951157	-1.2220	2.29e-01	0.8741	0.9052	22
b'chr18'	6951407	6951767	-1.8942	7.14e-02	0.7131	0.8255	12
b'chr18'	6951889	6952548	-0.4985	6.21e-01	0.9070	0.9176	18
b'chr18'	6952680	6952978	-0.0069	9.95e-01	0.8402	0.8409	10
b'chr18'	6955321	6955843	-1.5596	1.26e-01	0.9322	0.9537	24
b'chr18'	6957037	6957299	-0.6358	5.31e-01	0.9326	0.9464	12
b'chr18'	6959220	6959571	-0.0319	9.75e-01	0.9321	0.9327	13
b'chr18'	6961488	6961815	0.2052	8.39e-01	0.8775	0.8691	12
b'chr18'	6967796	6968601	0.8711	3.88e-01	0.9345	0.9195	24
b'chr18'	6978117	6978337	-0.4425	6.62e-01	0.9225	0.9313	12
b'chr18'	6982443	6982612	0.7641	4.55e-01	0.9122	0.8558	10
b'chr18'	6988662	6989073	-0.3215	7.52e-01	0.9368	0.9444	10
b'chr18'	6990486	6990744	-0.5777	5.71e-01	0.9177	0.9337	10
b'chr18'	6999368	6999568	0.1128	9.11e-01	0.8993	0.8916	12
b'chr18'	7005911	7006278	0.4751	6.40e-01	0.9170	0.9050	10
b'chr18'	7011217	7011517	-1.5213	1.37e-01	0.4664	0.5173	19
b'chr18'	7011977	7012162	-0.3937	6.98e-01	0.9159	0.9279	10
b'chr18'	7013831	7014032	-2.2163	3.64e-02	0.9294	0.9625	13
b'chr18'	7019127	7019391	-0.7538	4.59e-01	0.8957	0.9261	12
b'chr18'	7020684	7021437	-2.4873	1.71e-02	0.9157	0.9608	21
b'chr18'	7022441	7023429	0.0480	9.62e-01	0.8164	0.8131	31
b'chr18'	7023469	7023811	-0.8447	4.09e-01	0.9292	0.9439	10
b'chr18'	7025747	7026187	-0.3746	7.11e-01	0.8921	0.9125	16
b'chr18'	7028639	7028938	0.7370	4.68e-01	0.9243	0.8984	13
b'chr18'	7032949	7033315	-0.2137	8.33e-01	0.8665	0.8844	12
b'chr18'	7035997	7036114	-0.5616	5.81e-01	0.7966	0.8308	10
b'chr18'	7037508	7037735	-1.3146	2.04e-01	0.9369	0.9601	11
b'chr18'	7038348	7039061	0.8852	3.80e-01	0.5433	0.4854	27
b'chr18'	7048976	7049223	0.1170	9.08e-01	0.9581	0.9567	12
b'chr18'	7065523	7065965	-0.8827	3.87e-01	0.9195	0.9407	12
b'chr18'	7075570	7075765	-2.2091	3.90e-02	0.9195	0.9858	11
b'chr18'	7080592	7080939	-0.8416	4.11e-01	0.9339	0.9492	10
b'chr18'	7088574	7088966	-0.1610	8.74e-01	0.9328	0.9371	11
b'chr18'	7093836	7094171	0.1897	8.51e-01	0.8827	0.8744	11
b'chr18'	7109204	7109920	-0.9315	3.57e-01	0.8801	0.9121	20
b'chr18'	7115926	7116734	-0.1821	8.56e-01	0.1172	0.1270	25
b'chr18'	7116853	7117027	-0.3101	7.60e-01	0.0286	0.0317	10
b'chr18'	7117131	7118127	-0.3912	6.96e-01	0.0352	0.0384	52
b'chr18'	7118147	7118765	0.0139	9.89e-01	0.5172	0.5154	21
b'chr18'	7119427	7119723	0.8472	4.08e-01	0.9000	0.8601	10
b'chr18'	7125428	7126005	0.5053	6.17e-01	0.9257	0.9051	16
b'chr18'	7131525	7131980	-1.4098	1.76e-01	0.8953	0.9365	10
b'chr18'	7138709	7138960	1.1845	2.50e-01	0.9371	0.9075	11
b'chr18'	7139297	7139590	-2.1225	4.79e-02	0.9088	0.9594	10
b'chr18'	7140538	7140741	0.0950	9.25e-01	0.9159	0.9128	11
b'chr18'	7144190	7144591	-0.6171	5.43e-01	0.9496	0.9626	12
b'chr18'	7145109	7145386	-0.4291	6.71e-01	0.8952	0.9143	14
b'chr18'	7155738	7156271	0.2334	8.18e-01	0.8722	0.8605	11
b'chr18'	7158213	7158484	-0.0752	9.41e-01	0.9301	0.9319	11
b'chr18'	7163902	7164258	1.0237	3.18e-01	0.9133	0.8860	11
b'chr18'	7169640	7170267	0.1063	9.16e-01	0.8418	0.8365	20
b'chr18'	7170394	7170788	-0.2750	7.86e-01	0.7719	0.7937	11
b'chr18'	7172691	7172941	-0.0518	9.59e-01	0.8406	0.8453	10
b'chr18'	7173057	7173875	-1.2395	2.21e-01	0.9103	0.9312	26
b'chr18'	7174982	7175202	-1.7652	9.45e-02	0.9114	0.9520	10
b'chr18'	7176453	7176785	0.2669	7.92e-01	0.9089	0.8982	13
b'chr18'	7211047	7211523	-0.1881	8.52e-01	0.8599	0.8750	14
b'chr18'	7214406	7214796	-0.0362	9.71e-01	0.8559	0.8603	10
b'chr18'	7231198	7232186	-0.1947	8.46e-01	0.9451	0.9471	42
b'chr18'	7236722	7237214	0.2022	8.41e-01	0.9398	0.9357	14
b'chr18'	7272219	7272453	0.1201	9.05e-01	0.2892	0.2700	13
b'chr18'	7272687	7272995	1.1171	2.74e-01	0.2043	0.1542	14
b'chr18'	7287077	7287596	-0.8324	4.13e-01	0.9404	0.9530	14
b'chr18'	7309210	7309644	-1.2823	2.14e-01	0.9172	0.9468	11
b'chr18'	7319134	7319496	0.4307	6.71e-01	0.9564	0.9452	11
b'chr18'	7320049	7320462	-0.2814	7.81e-01	0.9330	0.9406	12
b'chr18'	7333933	7334213	-1.2741	2.17e-01	0.9464	0.9665	11
b'chr18'	7348662	7349169	1.5744	1.27e-01	0.9404	0.9157	15
b'chr18'	7360437	7361040	0.6456	5.21e-01	0.9419	0.9320	27
b'chr18'	7362158	7362435	-0.0214	9.83e-01	0.4420	0.4436	11
b'chr18'	7370437	7370957	0.2763	7.85e-01	0.2024	0.1714	10
